"id","entrega","status_anterior","status_20260912","nivel_de_evidencia","observacao_20260912","evidencia_documental_anterior"
"GR09","Exclusões e caminhos","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Exclusões e guardas de fronteira implementadas/testadas. GRAPH."
"GR10","Armazenamento/retenção","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Artefatos fora do Git e retenção CI de 14 dias. GRAPH."
"GR11","Doctor","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Diagnóstico disponível e executável. GRAPH."
"GR12","Geração estrutural sem IA","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Extração estrutural não depende de chaves de IA/Supabase. GRAPH."
"GR13","Reconstruir mapa","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Novo candidato validado/promovido; mapa atual consultado. GRAPH."
"GR14","Direção das relações","A","A","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Alternativa estrutural mantida: grafo não direcionado, impacto por vizinhança, reconstrução completa e integração via CI. Não declarar direção, incremental ou hooks Git entregues; decisão de escopo não equivale ao aceite da função original.","Grafo atual é não direcional; limitações documentadas, mas requisito direcional não atendido. GRAPH."
"GR15","Identidades/caminhos","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Normalização existe; precisão em todos os homônimos/escopos/aliases não avaliada por amostra. GRAPH."
"GR16","Evidência por relação","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Fontes estruturais disponíveis; classificação/localização completa por relação ainda não comprovada. GRAPH."
"GR17","Integridade do grafo","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Validação de IDs/endpoints e estrutura presente com testes. GRAPH."
"GR18","Comunidades","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Agrupamento automático existe; nomes genéricos e ausência de avaliação de coesão/utilidade. GRAPH."
"GR19","Saídas JSON/relatório/HTML","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Saídas e metadados presentes. GRAPH."
"GR20","Promoção atômica","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Candidato/validação/lock existem; matriz completa de interrupção/disco cheio não testada. GRAPH/GR46."
"GR21","Query/path/explain","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Query e impacto por vizinhança existem. Interface não entrega o conjunto completo query/path/explain previsto (A10).","Query disponível; wrappers estáveis path/explain não implementados. GRAPH."
"GR22","Vocabulário português","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Expansão de termos para símbolos do projeto implementada. GRAPH."
"GR23","Limites de contexto","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Limites/truncamento implementados e observados em consulta. GRAPH."
"GR24","Impacto direcional","A","A","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Alternativa estrutural mantida: grafo não direcionado, impacto por vizinhança, reconstrução completa e integração via CI. Não declarar direção, incremental ou hooks Git entregues; decisão de escopo não equivale ao aceite da função original.","Comando atual mostra vizinhança não direcional; não equivale a dependentes diretos/transitivos. GRAPH."
"GR25","Impacto→testes","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Referências ajudam navegação; sugestão validada de testes por dependência não está completa. GRAPH."
"GR26","Atualização incremental","A","A","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Alternativa estrutural mantida: grafo não direcionado, impacto por vizinhança, reconstrução completa e integração via CI. Não declarar direção, incremental ou hooks Git entregues; decisão de escopo não equivale ao aceite da função original.","`update` reconstrói o grafo; hashes detectam defasagem, não extração incremental. GRAPH."
"GR27","Renomes/exclusões/branches","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Rebuild/status ajudam; matriz de renomes e redução legítima não completamente ensaiada. GRAPH."
"GR28","Atualidade/check","I","I","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","graph:status declarou mapa atual (1045 nós/2299 arestas); workflow de Graphify aprovado no HEAD. Isso comprova camada estrutural, não todas as 50 etapas.","Status/check com metadados/hashes disponíveis. GRAPH."
"GR29","Instruções aos agentes","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","AGENTS local orienta consulta e validação na fonte. GRAPH."
"GR30","Hooks Git","A","A","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Alternativa estrutural mantida: grafo não direcionado, impacto por vizinhança, reconstrução completa e integração via CI. Não declarar direção, incremental ou hooks Git entregues; decisão de escopo não equivale ao aceite da função original.","Integração automática via hook foi deliberadamente adiada; status manual não cumpre o item literal. GRAPH/DOC."
"GR31","Documentos selecionados","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Escopo documentado; enriquecimento desses documentos não executado como entrega. GRAPH."
"GR32","Pass semântico separado","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Grafo local de código não prova SQL aplicado, configuração remota nem vínculo semântico completo requisito→código→teste→deploy. Camada semântica e rastreabilidade integral permanecem parciais (A10).","Estrutural está isolado; pass semântico com orçamento/evidências não implementado/executado. GRAPH."
"GR33","Contratos até RPC/SQL","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Grafo local de código não prova SQL aplicado, configuração remota nem vínculo semântico completo requisito→código→teste→deploy. Camada semântica e rastreabilidade integral permanecem parciais (A10).","Código TS extraído; relações completas até migrations/RPCs não demonstradas no grafo. GRAPH/DATA."
"GR34","Fronteiras dos bancos","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Grafo local de código não prova SQL aplicado, configuração remota nem vínculo semântico completo requisito→código→teste→deploy. Camada semântica e rastreabilidade integral permanecem parciais (A10).","Guardas existem no código; representação direcionada e rastreável no grafo não completa. GRAPH/DATA."
"GR35","Código/flag/migration/deploy","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Grafo local de código não prova SQL aplicado, configuração remota nem vínculo semântico completo requisito→código→teste→deploy. Camada semântica e rastreabilidade integral permanecem parciais (A10).","Documentos distinguem conceitos; modelo de conhecimento com evidências separadas não completo. GRAPH/DOC."
"GR36","Requisitos→implementação","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Grafo local de código não prova SQL aplicado, configuração remota nem vínculo semântico completo requisito→código→teste→deploy. Camada semântica e rastreabilidade integral permanecem parciais (A10).","Esta auditoria fornece matriz manual; integração rastreável no grafo e manutenção ainda pendentes. DOC/GRAPH."
"GR37","Memória técnica revisável","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Grafo local de código não prova SQL aplicado, configuração remota nem vínculo semântico completo requisito→código→teste→deploy. Camada semântica e rastreabilidade integral permanecem parciais (A10).","Orientação existe; ciclo operacional de memória com fonte/commit/correção não comprovado. GRAPH."
"GR38","Runbook para o time","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","README/runbook com instalação, comandos e limitações. GRAPH."
"GR39","Visualização local","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","HTML gerado; teste completo de filtros/busca/segurança/usabilidade não demonstrado. GRAPH."
"GR40","Medir utilidade","N","N","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Não encontrados benchmark de utilidade/precisão acordado e relatório comparativo base/head completo (A10).","Benchmark equivalente grafo versus busca direta nas dez perguntas não encontrado. GRAPH/DOC."
"GR41","Workflow específico","I","I","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","graph:status declarou mapa atual (1045 nós/2299 arestas); workflow de Graphify aprovado no HEAD. Isso comprova camada estrutural, não todas as 50 etapas.","Workflow próprio, leitura mínima, versão fixada e check bem-sucedido. GRAPH/QA."
"GR42","Permissões/artefatos","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Permissões e retenção existem; revisão abrangente de visibilidade/segredos nos artefatos precisa evidência. GRAPH."
"GR43","Gatilhos/cache específicos","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Cache npm existe; sem filtro de caminhos e cache do grafo por corpus. GRAPH."
"GR44","Relatório base/head","N","N","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Não encontrados benchmark de utilidade/precisão acordado e relatório comparativo base/head completo (A10).","Workflow não calcula diff estrutural e testes afetados entre commits. GRAPH."
"GR45","Conteúdo hostil","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Guardas cobertas parcialmente; fixtures completas de labels HTML/instruções/segredos sintéticos faltam. GRAPH."
"GR46","Falhas e concorrência","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Seis testes não cobrem toda a matriz parser/timeout/disco/lock/interrupção. GRAPH."
"GR47","Cobertura/precisão","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Mapa consultável; dez perguntas e imports indiretos/dinâmicos não validados integralmente. GRAPH."
"GR48","Desempenho/regressões","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Geração atual funciona; benchmark maior/comparação incremental/visualização não completo. GRAPH."
"GR49","Recuperação/upgrade","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Procedimento e preservação de candidato existem; ensaio completo de restauração/upgrade não comprovado. GRAPH."
"GR50","Publicar/acompanhar","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","graph:status declarou mapa atual (1045 nós/2299 arestas); workflow de Graphify aprovado no HEAD. Isso comprova camada estrutural, não todas as 50 etapas.","Integração versionada e CI ativo; ciclo de utilidade/recuperação/aceite ainda não encerrado. GRAPH/QA."
"AC01","Primeiro orçamento sem cadastro","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Fluxo visitante preservado. QUOTE."
"AC02","Entrada Meus orçamentos","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Acessos de navegação implementados. NAV."
"AC03","Tela de acesso responsiva","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","AUTH/QA."
"AC04","Link/código por e-mail","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Rotas/clientes de autenticação existem e allowlist foi versionada; configuração remota e ciclo atual de entrega/recuperação/refresh não revalidados. Há evidência histórica de testes reais em 09/09, não prova atual. Entrada direta afetada por A01.","Suporte de autenticação existe; envio/recebimento real não revalidado nesta auditoria. AUTH."
"AC05","Entrada com senha","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Fluxo implementado e coberto nos contratos existentes. AUTH."
"AC06","Criar senha/confirmar e-mail","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Rotas/clientes de autenticação existem e allowlist foi versionada; configuração remota e ciclo atual de entrega/recuperação/refresh não revalidados. Há evidência histórica de testes reais em 09/09, não prova atual. Entrada direta afetada por A01.","UI e integração existem; ciclo real de confirmação não reexecutado. AUTH."
"AC07","Recuperar/redefinir senha","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Rotas/clientes de autenticação existem e allowlist foi versionada; configuração remota e ciclo atual de entrega/recuperação/refresh não revalidados. Há evidência histórica de testes reais em 09/09, não prova atual. Entrada direta afetada por A01.","Tratamentos presentes; expiração e entrega real precisam aceite operacional. AUTH."
"AC08","Redirect interno restrito","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Validação de destino local implementada/testada. AUTH."
"AC09","Callback inválido recuperável","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Estado de erro e teste correspondente presentes. AUTH/QA."
"AC10","Sessão persistente/refresh","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Rotas/clientes de autenticação existem e allowlist foi versionada; configuração remota e ciclo atual de entrega/recuperação/refresh não revalidados. Há evidência histórica de testes reais em 09/09, não prova atual. Entrada direta afetada por A01.","SDK integrado; troca de identidade e limpeza local ainda têm lacunas. AUTH/F11."
"AC11","Rejeitar secret no bundle","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Configuração pública validada por guardas e testes. AUTH/DATA."
"AC12","Auth no banco isolado","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Destino protegido na configuração do site. AUTH/DATA."
"AC13","Titular opcional","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Contrato preserva envio anônimo. DATA."
"AC14","Associar e-mail confirmado","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Regras/RPC e testes de identidades confirmadas/não confirmadas. DATA."
"AC15","Associação idempotente","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Restrição de titularidade e testes pgTAP. DATA."
"AC16","Lista por titular","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","RPC limita por identidade e parâmetros validados. ACCOUNT/DATA."
"AC17","Detalhe do titular","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Controle por `auth.uid()` e isolamento testado. ACCOUNT/DATA."
"AC18","Snapshot original","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Pedido original preservado; repetição cria nova intenção. ACCOUNT/DATA."
"AC19","Timeline pública separada","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Modelo e consulta separados de eventos internos. ACCOUNT/DATA."
"AC20","Eventos reais de status","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Persistência/eventos previstos em SQL; não equivale a operador atuando. DATA."
"AC21","Busca/filtros/paginação/estados","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Lista e recuperação de erro implementadas. ACCOUNT/QA."
"AC22","Detalhe completo","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Itens, contato e contexto apresentados ao titular. ACCOUNT."
"AC23","Solicitar novamente","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Repetição solicita confirmação; regras atuais e referências retiradas precisam validação completa. Não confundir snapshot histórico com catálogo atual.","Confirma substituição, mas revalidação completa das regras atuais ainda pendente. ACCOUNT/UX78."
"AC24","Versões publicadas","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Consulta de versões e assinatura privada presentes/testadas; fluxo comercial real publicar→abrir→expirar→ajustar ainda sem comprovação atual (A07).","Modelo e leitura existem; publicação comercial ponta a ponta não comprovada. DATA/F13."
"AC25","Bucket PDF privado/limites","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Bucket/políticas e validações de formato/tamanho previstos e testados. DATA."
"AC26","URL assinada de 60 segundos","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","API exige sessão/autorização antes de assinar. ACCOUNT/DATA."
"AC27","Origem/UUID/bucket/host","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Guardas e testes negativos de API presentes. DATA/QA."
"AC28","Noindex/analytics sem protocolo","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Titles/canonical e noindex privado evoluíram. Produção entrega HTML de login da Vercel em rotas públicas/privadas, sem root React; 404 editorial correto não encerra SEO/experiência (A01).","HTML inicial indexável e UUID de pedido preservado no pathname. F04/F05."
"AC29","Aviso de privacidade","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Texto existe; divergências com rascunho/retenção e revisão operacional precisam reconciliação. F06/F11/F14."
"AC30","Cobertura automatizada completa","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Suítes locais passam, mas há defeitos fora delas e não houve nova rodada real de autenticação/propostas/recuperação em produção. Cobertura automatizada completa não demonstrada.","Suítes passam, mas flags novas/cenários de falha não estão integralmente cobertos. QA/F01–F12."
