id,entrega,estado_anterior,estado_revisado,fontes,conclusao_e_aceite_restante,metodo,commit
LK20,Busca aprofundada,P,P,src/lib/catalog.ts; src/lib/search.ts; src/pages/CatalogPage.tsx; src/components/CatalogFilterPanel.tsx; src/lib/catalog.test.ts; src/lib/search.test.ts,Busca semântica leve e correções existem; falta amostra real julgada.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK21,Galeria,I,I,src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml,Galeria miniaturas zoom e fallback implementados.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK22,Técnica/personalização,P,P,src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json; README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx,Ficha e FAQ disponíveis; lastro de personalização e revisão por família incompletos.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK23,Mínimo/múltiplo/estimativa,P,P,src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json; src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts,Mínimo nulo recusado B02; múltiplos comerciais não modelados; WebKit instável B07.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK24,Comparar três produtos,I,I,src/context/QuoteCartContext.tsx; src/components/QuoteDrawer.tsx; src/lib/quoteItems.ts; src/lib/catalogComparison.ts; src/context/QuoteCartContext.test.ts; src/lib/catalog.ts; src/lib/search.ts; src/pages/CatalogPage.tsx; src/components/CatalogFilterPanel.tsx; src/lib/catalog.test.ts; src/lib/search.test.ts,Até três produtos comparáveis com persistência em sessão.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK25,Relacionados/compartilhar produto,P,P,src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json; src/lib/campaignPresets.ts; src/lib/ideaLandings.ts; src/lib/catalogLibrary.ts; src/components/CampaignFinder.tsx,Compartilhar/relacionados presentes; diversidade por intenção e todos os cancelamentos nativos sem aceite.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK26,SKU kit versus composição,P,P,src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json; src/context/QuoteCartContext.tsx; src/components/QuoteDrawer.tsx; src/lib/quoteItems.ts; src/lib/catalogComparison.ts; src/context/QuoteCartContext.test.ts,Kit como SKU identificado; kit como composição de componentes ainda ausente.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK27,Modelos de composição,N,N,src/lib/campaignPresets.ts; src/lib/ideaLandings.ts; src/lib/catalogLibrary.ts; src/components/CampaignFinder.tsx; src/context/QuoteCartContext.tsx; src/components/QuoteDrawer.tsx; src/lib/quoteItems.ts; src/lib/catalogComparison.ts; src/context/QuoteCartContext.test.ts,Não há templates substituíveis de componentes reais.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK28,Escolher/substituir componentes,N,N,src/context/QuoteCartContext.tsx; src/components/QuoteDrawer.tsx; src/lib/quoteItems.ts; src/lib/catalogComparison.ts; src/context/QuoteCartContext.test.ts,Não há configurador de composição com substituição de componentes.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK29,Aritmética dos conjuntos,N,N,src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json,Não há aritmética número de kits multiplicado pelas unidades de cada componente.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK30,Composição no briefing,P,P,src/context/QuoteCartContext.tsx; src/components/QuoteDrawer.tsx; src/lib/quoteItems.ts; src/lib/catalogComparison.ts; src/context/QuoteCartContext.test.ts; src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json,Grupos principal/alternativa não representam composição versionada de kits.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK31,Prova social autorizada,E,E,README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx,Prova social autorizada depende de acervo e validação.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK32,Três cases reais,E,E,src/pages/HomePage.tsx; src/styles.css; e2e/smoke.spec.ts; README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx,Três cases reais verificáveis não publicados.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK33,Personalização em detalhe,E,E,src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json; README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx,Fotos correspondentes de peça-base simulação e produção real precisam material autorizado.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK34,Time e bastidores,E,E,src/pages/HomePage.tsx; src/styles.css; e2e/smoke.spec.ts; README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx,Bastidores e pessoas reais precisam conteúdo e autorização de imagem.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK35,Qualidade/ambiente comprovados,P,P,README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx; src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json,Linguagem cautelosa existe; lastro documental de alegações não integralmente demonstrado.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK36,Catálogo editorial nativo,P,P,src/lib/catalogLibrary.ts; src/pages/CatalogsPage.tsx; src/lib/catalogLibrary.test.ts; src/lib/campaignPresets.ts; src/lib/ideaLandings.ts; src/components/CampaignFinder.tsx,Coleções online nativas funcionam; revisão editorial e curadoria ainda parciais.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK37,Compartilhar seleção inteira,P,P,src/lib/sharedSelection.ts; src/pages/SharedSelectionPage.tsx; api/shared-selections.ts; tests/api/shared-selections.test.ts; src/lib/sharedSelection.test.ts; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Link persistente com 50 itens e revogação implementados; falta novo ciclo real no deployment e contrato de composição.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK38,Exportar para aprovação,P,P,src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json,Impressão disponível; PDF longo e kit composto não validados.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK39,Guias úteis,P,P,src/lib/campaignPresets.ts; src/lib/ideaLandings.ts; src/lib/catalogLibrary.ts; src/components/CampaignFinder.tsx; README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx,Landings explicativas presentes; autoria revisão e profundidade prática ainda pendentes.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK40,Projeto especial,E,E,README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx,Jornada de desenvolvimento especial depende de confirmação comercial do serviço.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK41,Selecionar versus enviar,I,I,src/context/QuoteCartContext.tsx; src/components/QuoteDrawer.tsx; src/lib/quoteItems.ts; src/lib/catalogComparison.ts; src/context/QuoteCartContext.test.ts; src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json,Salvar e solicitar diferenciados; tela de sucesso exige protocolo do endpoint quando habilitado.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK42,Formulário enxuto,P,P,src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json,Formulário enxuto e rascunho; B01 e B05 impedem aceite integral.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK43,Logo/referências privadas,N,N,src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Upload privado do cliente não implementado.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK44,WhatsApp iniciado pelo visitante,P,P,src/components/Layout.tsx; src/App.tsx; e2e/smoke.spec.ts; README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx,WhatsApp iniciado pelo visitante existe; operação/destinatário oficial precisam validação.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK45,E-mail auditável,N,N,README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Cópia do orçamento por e-mail não tem worker/outbox/provedor operacional.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK46,Acessibilidade contínua,P,P,e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json,Automação e padrões existem; revisão assistiva e física pendente.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK47,Desempenho real,P,P,src/lib/analytics.ts; src/lib/analytics.test.ts; scripts/check-performance-budget.mjs; src/App.tsx,Budget aprovado; CWV e comparação de uso real ausentes.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK48,SEO sem checkout,P,P,api/site-page.ts; api/product-page.ts; api/_lib/publicProductPage.ts; api/sitemap.ts; vercel.json; docs/audits/plan-review-20260912/http-production.json,Shell corrigido e sem ofertas fictícias; prévias específicas/indexação fina não encerradas.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK49,Medir funil seguro,P,P,src/lib/analytics.ts; src/lib/analytics.test.ts; scripts/check-performance-budget.mjs; src/App.tsx,Redação de URLs corrigida; entrega deduplicação e interpretação do funil pendentes.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK50,Publicar com reversão,P,P,e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Publicado e banco reconciliado; Preview histórico vermelho e recuperação operacional sem aceite.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR01,Delimitar raiz/site,I,I,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Wrapper fixa raiz e corpus do site.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR02,Linha de base,I,I,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Metadados fingerprint e commit de origem registrados; status atual no corpus técnico.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR03,Dez perguntas de valor,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Temas de perguntas documentados; dez respostas julgadas e benchmark reproduzível não entregues.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR04,Responsabilidades,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Papéis técnicos definidos; responsável nominal e transferência não registrados.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR05,Decisão arquitetural,I,I,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Ferramenta de engenharia local/CI sem dependência do runtime.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR06,Versão/ambiente fixos,I,I,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Graphify 0.9.48 fixado em configuração e CI.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR07,Configuração versionada,I,I,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Configuração versionada e validada pelo wrapper.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR08,Corpus inicial,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,142 arquivos representados incluindo 17 SQL; docs ausentes e cobertura por símbolo não certificada.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR09,Exclusões e caminhos,I,I,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Raiz extensões exclusões e symlinks controlados no wrapper; teste hostil integral fica em GR45.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR10,Armazenamento/retenção,I,I,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Grafo ignorado no Git e artefatos CI com retenção de 14 dias.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR11,Doctor,I,I,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Doctor disponível com diagnóstico de versão/raiz.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR12,Geração estrutural sem IA,I,I,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Extração estrutural code-only sem uso de chaves de IA ou Supabase.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR13,Reconstruir mapa,I,I,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Mapa atual possui 1052 nós e 2311 relações.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR14,Direção das relações,A,A,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Formato não direcionado documentado; requisito literal de direção não atendido.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR15,Identidades/caminhos,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Caminhos normalizados; homônimos aliases e chamadas indiretas ainda sem amostra completa.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR16,Evidência por relação,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Nó mostra fonte/linha; auditabilidade e classificação por relação não integralmente validadas.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR17,Integridade do grafo,I,I,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,IDs endpoints e caminhos inválidos bloqueados por validadores/testes.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR18,Comunidades,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Comunidades automáticas com nomes genéricos; curadoria de nomes/coesão não concluída.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR19,Saídas JSON/relatório/HTML,I,I,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,JSON HTML e relatório gerados no mesmo processo.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR20,Promoção atômica,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Candidato e lock existem; ausência de teste integral de interrupção/disco cheio.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR21,Query/path/explain,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Query disponível; comandos estáveis path/explain do wrapper ausentes.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR22,Vocabulário português,I,I,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Aliases em português e expansão textual implementados/testados.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR23,Limites de contexto,I,I,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Consulta limitada a 1200 tokens e truncamento explicitado.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR24,Impacto direcional,A,A,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Impact fornece vizinhança não direcional; não cumpre análise causal de dependentes.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR25,Impacto→testes,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Navegação até testes possível; seleção de testes afetados não validada por benchmark.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR26,Atualização incremental,A,A,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Update chama rebuild completo; fingerprint não equivale a extração incremental.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR27,Renomes/exclusões/branches,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Rebuild/status tratam corpus; matriz de renome branch e exclusão incompleta.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR28,Atualidade/check,I,I,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Status/check por fingerprint disponíveis e executados.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR29,Instruções aos agentes,I,I,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,AGENTS do site orienta consulta e conferência nas fontes.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR30,Hooks Git,A,A,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Hooks locais foram adiados; fluxo manual/CI não cumpre automação por commit/checkout.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR31,Documentos selecionados,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Pass de documentação previsto; nenhum .md representado no grafo atual.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR32,Pass semântico separado,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,Automação estrutural isolada; pass semântico separado não entregue.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR33,Contratos até RPC/SQL,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,SQL está no grafo; cadeia completa payload-handler-RPC-migration ainda não validada.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR34,Fronteiras dos bancos,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Guardas nos arquivos; mapa direcional de fronteiras não entregue.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR35,Código/flag/migration/deploy,P,P,scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Flags/migrations/ativação diferenciadas em docs; representação de evidências de deploy no grafo incompleta.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
GR36,Requisitos→implementação,P,P,docs/PLANO_UX_100_ETAPAS_20260909.md; docs/RELATORIO_EXPERIENCIA_MARKETING_GEN_Z_20260909.md; docs/audits/plan-review-20260912/http-production.json; scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md,230 referências auditadas manualmente; integração mantida requisito-grafo ainda ausente.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
