"id","entrega","estado_antes","estado_revisado","natureza_pendencia","fontes","conclusao_e_aceite_restante","metodo","commit_base","commit_auditado"
"UX88","Favoritos no planejamento","P","P","validacao_operacao","src/lib/commemorativeDates.ts; src/pages/CommemorativeDatesPage.tsx; src/lib/commemorativeDates.test.ts","Favoritos locais por ocasião e desfazer presentes; sincronização por conta ainda ausente.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"UX89","Exportação de calendário","P","P","validacao_operacao","src/lib/commemorativeDates.ts; src/pages/CommemorativeDatesPage.tsx; src/lib/commemorativeDates.test.ts","ICS com datas móveis escape e UID testado; importação/reimportação em calendários reais pendente.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"UX90","Ocasião→coleção→briefing","I","I","nenhuma_no_escopo_tecnico","src/lib/commemorativeDates.ts; src/pages/CommemorativeDatesPage.tsx; src/lib/commemorativeDates.test.ts; src/lib/campaignPresets.ts; src/lib/ideaLandings.ts; src/lib/catalogLibrary.ts; src/components/CampaignFinder.tsx; src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json","Contexto de ocasião segue até o briefing e pode ser revisado.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"UX91","Compradores reais","E","E","material_pesquisa_operacao","docs/PLANO_UX_100_ETAPAS_20260909.md; docs/RELATORIO_EXPERIENCIA_MARKETING_GEN_Z_20260909.md; docs/audits/plan-review-20260912/http-production.json","Sem pesquisa documentada com participantes reais.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"UX92","Funil com minimização","P","P","codigo_validacao","src/lib/analytics.ts; src/lib/analytics.test.ts; scripts/check-performance-budget.mjs; src/App.tsx","Parâmetros e UUID privado redigidos; recebimento deduplicação e suporte do plano para eventos não certificados.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"UX93","Orçamento de desempenho","P","P","validacao_operacao","src/lib/analytics.ts; src/lib/analytics.test.ts; scripts/check-performance-budget.mjs; src/App.tsx; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json","Budget de assets aprovado; sem evidência de CWV p75 em campo ou baseline comparável.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"UX94","Acessibilidade manual","P","P","validacao_operacao","e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json","Axe nos templates e testes de teclado passam; leitor de tela zoom e reflow completos não avaliados.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"UX95","Dispositivos/navegadores reais","P","P","validacao_externa","e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json; docs/EXECUCAO_CORRECOES_20260912.md; tests/api/lead-requests.test.ts; src/lib/quoteItems.test.ts","B07 encerrado: Chromium 72 aprovados/4 skips; Firefox+WebKit 66 aprovados/10 skips na validação do commit. Safari/iOS e Android físicos, teclado virtual e matriz completa de zoom não demonstrados.","Reavaliado pelo delta de implementação, fontes atuais e evidências especificadas no relatório de fechamento.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"UX96","Movimento intencional","I","I","nenhuma_no_escopo_tecnico","src/pages/HomePage.tsx; src/styles.css; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json","Fold/Glitch pontuais com movimento reduzido coberto; conteúdo textual preservado.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"UX97","SEO técnico","P","P","codigo_validacao","api/site-page.ts; api/product-page.ts; api/_lib/publicProductPage.ts; api/sitemap.ts; vercel.json; docs/audits/plan-review-20260912/http-production.json","Metadados e 404 atuais corretos na amostra; coleções/datas específicas e rastreamento de indexação pendentes.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"UX98","Dados seguros/reversíveis","P","P","validacao_operacao","site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json; api/notifications.ts; api/_lib/leadHandler.ts; site-supabase/supabase/migrations/20260912170000_add_quote_notification_outbox.sql; docs/audits/closure-review-20260912/notifications.mjs; docs/audits/closure-review-20260912/outbox.sql","15 migrations reconciliadas e 118 pgTAP locais aprovados. Novas funções exigem fechamento R01–R04; faltam ensaio de restauração/backup e execução operacional controlada do expurgo.","Reavaliado pelo delta de implementação, fontes atuais e evidências especificadas no relatório de fechamento.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"UX99","Matriz ponta a ponta/resiliência","P","P","codigo_validacao","e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json; docs/EXECUCAO_CORRECOES_20260912.md; tests/api/lead-requests.test.ts; src/lib/quoteItems.test.ts; api/notifications.ts; api/_lib/leadHandler.ts; site-supabase/supabase/migrations/20260912170000_add_quote_notification_outbox.sql; docs/audits/closure-review-20260912/notifications.mjs; docs/audits/closure-review-20260912/outbox.sql; src/context/CustomerAuthContext.tsx; src/pages/QuotePage.tsx; docs/audits/closure-review-20260912/logout.mjs","Regressões B01–B07 verdes e endpoint E2E explícito. Diagnósticos desta revisão confirmam R01/R02/R03/R04/R08; cobertura de entrega real, sessão concorrente e falhas extremas ainda incompleta.","Reavaliado pelo delta de implementação, fontes atuais e evidências especificadas no relatório de fechamento.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"UX100","Publicar e reavaliar","P","P","operacao_validacao","e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json; api/site-page.ts; api/product-page.ts; api/_lib/publicProductPage.ts; api/sitemap.ts; vercel.json; docs/audits/plan-review-20260912/http-production.json; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json","Código local/GitHub/produção reconciliados em f20df44 e migrations 15/15. Check Supabase Preview continua vermelho; demais gates verdes. Novos achados e aceites dos planos impedem conclusão integral.","Reavaliado pelo delta de implementação, fontes atuais e evidências especificadas no relatório de fechamento.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK01","Linha de base real","I","I","nenhuma_no_escopo_tecnico","docs/PLANO_UX_100_ETAPAS_20260909.md; docs/RELATORIO_EXPERIENCIA_MARKETING_GEN_Z_20260909.md; docs/audits/plan-review-20260912/http-production.json","Linha de base atualizada com commit HTTP browser e pg_catalog separados.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK02","Tarefas com compradores","E","E","material_pesquisa_operacao","docs/PLANO_UX_100_ETAPAS_20260909.md; docs/RELATORIO_EXPERIENCIA_MARKETING_GEN_Z_20260909.md; docs/audits/plan-review-20260912/http-production.json","Sessões com compradores não localizadas.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK03","Acervo autorizado","E","E","material_pesquisa_operacao","README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx","Inventário de material autorizado e direitos de uso não encontrado.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK04","Contratos visuais/marca","I","I","nenhuma_no_escopo_tecnico","src/pages/HomePage.tsx; src/styles.css; e2e/smoke.spec.ts; src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json","Tokens frases e badge único presentes; validação humana do redesign é separada.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK05","Protótipo antes do desenvolvimento","P","P","validacao_operacao","docs/PLANO_UX_100_ETAPAS_20260909.md; docs/RELATORIO_EXPERIENCIA_MARKETING_GEN_Z_20260909.md; docs/audits/plan-review-20260912/http-production.json; src/components/Layout.tsx; src/App.tsx; e2e/smoke.spec.ts","Interface construída; protótipos e aceite prévios com público não comprovados.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK06","Hero fotográfico próprio","P","P","validacao_operacao","src/pages/HomePage.tsx; src/styles.css; e2e/smoke.spec.ts; README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx","Hero ilustrativo próprio existe; acervo real de execução autorizada ainda pendente.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK07","Hero móvel","I","I","nenhuma_no_escopo_tecnico","src/pages/HomePage.tsx; src/styles.css; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json","Hero com texto HTML e recortes responsivos; motion reduzido testado.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK08","Manifesto protegido","I","I","nenhuma_no_escopo_tecnico","src/pages/HomePage.tsx; src/styles.css; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json","Quatro frases reunidas e cobertas em desktop/mobile.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK09","Reduzir repetição da home","P","P","validacao_operacao","src/pages/HomePage.tsx; src/styles.css; e2e/smoke.spec.ts","Hierarquia evoluiu; redução de repetição ainda sem observação com compradores.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK10","Categorias fotográficas","N","N","entrega_ausente","src/pages/HomePage.tsx; src/styles.css; e2e/smoke.spec.ts","Categorias principais continuam iconográficas; entradas fotográficas não entregues.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK11","Cabeçalho por tarefas","I","I","nenhuma_no_escopo_tecnico","src/components/Layout.tsx; src/App.tsx; e2e/smoke.spec.ts","Cabeçalho por tarefas disponível.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK12","Menu visual de categorias","P","P","codigo_validacao","src/components/Layout.tsx; src/App.tsx; e2e/smoke.spec.ts; src/lib/catalog.ts; src/lib/search.ts; src/pages/CatalogPage.tsx; src/components/CatalogFilterPanel.tsx; src/lib/catalog.test.ts; src/lib/search.test.ts","Menu e agrupamentos acessíveis; dimensão fotográfica e teste de localização pendentes.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK13","Navegação móvel","I","I","nenhuma_no_escopo_tecnico","src/components/Layout.tsx; src/App.tsx; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json","Busca seleção e filtros móveis cobertos.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK14","Coleções por campanha","P","P","validacao_operacao","src/lib/campaignPresets.ts; src/lib/ideaLandings.ts; src/lib/catalogLibrary.ts; src/components/CampaignFinder.tsx","Coleções existem; onboarding corrigido; pertinência/distinção comercial não certificada.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK15","Editorial com revisão/validade","P","P","codigo_validacao","src/lib/catalogLibrary.ts; src/pages/CatalogsPage.tsx; src/lib/catalogLibrary.test.ts; src/lib/campaignPresets.ts; src/lib/ideaLandings.ts; src/components/CampaignFinder.tsx","Coleções em código; não há ciclo editorial com responsável data de revisão e expiração.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK16","Imagens e fallback","I","I","nenhuma_no_escopo_tecnico","src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json; src/lib/catalogLibrary.ts; src/pages/CatalogsPage.tsx; src/lib/catalogLibrary.test.ts","Dimensões carregamento e fallback implementados; amostra tinha fotos principais ausentes com alternativas.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK17","Curadoria real","P","P","validacao_operacao","src/lib/campaignPresets.ts; src/lib/ideaLandings.ts; src/lib/catalogLibrary.ts; src/components/CampaignFinder.tsx; src/lib/catalog.ts; src/lib/search.ts; src/pages/CatalogPage.tsx; src/components/CatalogFilterPanel.tsx; src/lib/catalog.test.ts; src/lib/search.test.ts","Produtos públicos reais; curadoria por propósito/diversidade ainda sem julgamento comercial.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK18","Um badge por card","I","I","nenhuma_no_escopo_tecnico","src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml","Um badge por card testado em todas as combinações previstas.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK19","Informações no card","I","I","nenhuma_no_escopo_tecnico","src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json","Card mostra mínimo/cores/resumo; mínimo desconhecido recebe Quantidade a confirmar. Regras de múltiplos permanecem em LK23.","Reavaliado pelo delta de implementação, fontes atuais e evidências especificadas no relatório de fechamento.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK20","Busca aprofundada","P","P","validacao_operacao","src/lib/catalog.ts; src/lib/search.ts; src/pages/CatalogPage.tsx; src/components/CatalogFilterPanel.tsx; src/lib/catalog.test.ts; src/lib/search.test.ts","Busca semântica leve e correções existem; falta amostra real julgada.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK21","Galeria","I","I","nenhuma_no_escopo_tecnico","src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml","Galeria miniaturas zoom e fallback implementados.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK22","Técnica/personalização","P","P","validacao_operacao","src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json; README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx","Ficha e FAQ disponíveis; lastro de personalização e revisão por família incompletos.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK23","Mínimo/múltiplo/estimativa","P","P","dados_codigo","src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json; src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/EXECUCAO_CORRECOES_20260912.md; e2e/smoke.spec.ts; src/lib/quoteItems.test.ts","B02 e B07 corrigidos. Contrato não modela múltiplo de compra confirmado quando aplicável; é necessário levantar dados comerciais e diferenciar mínimo/múltiplo/estimativa.","Reavaliado pelo delta de implementação, fontes atuais e evidências especificadas no relatório de fechamento.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK24","Comparar três produtos","I","I","nenhuma_no_escopo_tecnico","src/context/QuoteCartContext.tsx; src/components/QuoteDrawer.tsx; src/lib/quoteItems.ts; src/lib/catalogComparison.ts; src/context/QuoteCartContext.test.ts; src/lib/catalog.ts; src/lib/search.ts; src/pages/CatalogPage.tsx; src/components/CatalogFilterPanel.tsx; src/lib/catalog.test.ts; src/lib/search.test.ts","Até três produtos comparáveis com persistência em sessão.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK25","Relacionados/compartilhar produto","P","P","validacao_operacao","src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json; src/lib/campaignPresets.ts; src/lib/ideaLandings.ts; src/lib/catalogLibrary.ts; src/components/CampaignFinder.tsx","Compartilhar/relacionados presentes; diversidade por intenção e todos os cancelamentos nativos sem aceite.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK26","SKU kit versus composição","P","P","codigo_validacao","src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json; src/context/QuoteCartContext.tsx; src/components/QuoteDrawer.tsx; src/lib/quoteItems.ts; src/lib/catalogComparison.ts; src/context/QuoteCartContext.test.ts","Kit como SKU identificado; kit como composição de componentes ainda ausente.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK27","Modelos de composição","N","N","entrega_ausente","src/lib/campaignPresets.ts; src/lib/ideaLandings.ts; src/lib/catalogLibrary.ts; src/components/CampaignFinder.tsx; src/context/QuoteCartContext.tsx; src/components/QuoteDrawer.tsx; src/lib/quoteItems.ts; src/lib/catalogComparison.ts; src/context/QuoteCartContext.test.ts","Não há templates substituíveis de componentes reais.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK28","Escolher/substituir componentes","N","N","entrega_ausente","src/context/QuoteCartContext.tsx; src/components/QuoteDrawer.tsx; src/lib/quoteItems.ts; src/lib/catalogComparison.ts; src/context/QuoteCartContext.test.ts","Não há configurador de composição com substituição de componentes.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK29","Aritmética dos conjuntos","N","N","entrega_ausente","src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json","Não há aritmética número de kits multiplicado pelas unidades de cada componente.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK30","Composição no briefing","P","P","codigo_validacao","src/context/QuoteCartContext.tsx; src/components/QuoteDrawer.tsx; src/lib/quoteItems.ts; src/lib/catalogComparison.ts; src/context/QuoteCartContext.test.ts; src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json","Grupos principal/alternativa não representam composição versionada de kits.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK31","Prova social autorizada","E","E","material_pesquisa_operacao","README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx","Prova social autorizada depende de acervo e validação.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK32","Três cases reais","E","E","material_pesquisa_operacao","src/pages/HomePage.tsx; src/styles.css; e2e/smoke.spec.ts; README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx","Três cases reais verificáveis não publicados.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK33","Personalização em detalhe","E","E","material_pesquisa_operacao","src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json; README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx","Fotos correspondentes de peça-base simulação e produção real precisam material autorizado.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK34","Time e bastidores","E","E","material_pesquisa_operacao","src/pages/HomePage.tsx; src/styles.css; e2e/smoke.spec.ts; README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx","Bastidores e pessoas reais precisam conteúdo e autorização de imagem.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK35","Qualidade/ambiente comprovados","P","P","validacao_operacao","README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx; src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json","Linguagem cautelosa existe; lastro documental de alegações não integralmente demonstrado.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"LK36","Catálogo editorial nativo","P","P","validacao_operacao","src/lib/catalogLibrary.ts; src/pages/CatalogsPage.tsx; src/lib/catalogLibrary.test.ts; src/lib/campaignPresets.ts; src/lib/ideaLandings.ts; src/components/CampaignFinder.tsx","Coleções online nativas funcionam; revisão editorial e curadoria ainda parciais.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
