"id","entrega","status_base_7104660","status_revisao","verificacao_nesta_rodada","observacao_atual","evidencia_historica"
"GR34","Fronteiras dos bancos","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Guardas existem no código; representação direcionada e rastreável no grafo não completa. GRAPH/DATA."
"GR35","Código/flag/migration/deploy","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Documentos distinguem conceitos; modelo de conhecimento com evidências separadas não completo. GRAPH/DOC."
"GR36","Requisitos→implementação","P","P","REAVALIADO","Matriz manual de 230 referências atualizada; relação requisito→código/teste no grafo permanece incompleta.","Esta auditoria fornece matriz manual; integração rastreável no grafo e manutenção ainda pendentes. DOC/GRAPH."
"GR37","Memória técnica revisável","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Orientação existe; ciclo operacional de memória com fonte/commit/correção não comprovado. GRAPH."
"GR38","Runbook para o time","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","README/runbook com instalação, comandos e limitações. GRAPH."
"GR39","Visualização local","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","HTML gerado; teste completo de filtros/busca/segurança/usabilidade não demonstrado. GRAPH."
"GR40","Medir utilidade","N","N","REAVALIADO","Sem benchmark reproduzível grafo versus busca direta nas dez perguntas; não há economia de tokens medida.","Benchmark equivalente grafo versus busca direta nas dez perguntas não encontrado. GRAPH/DOC."
"GR41","Workflow específico","I","I","REAVALIADO","Build structural Graphify map com sucesso no GitHub para 90761ab.","Workflow próprio, leitura mínima, versão fixada e check bem-sucedido. GRAPH/QA."
"GR42","Permissões/artefatos","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Permissões e retenção existem; revisão abrangente de visibilidade/segredos nos artefatos precisa evidência. GRAPH."
"GR43","Gatilhos/cache específicos","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Cache npm existe; sem filtro de caminhos e cache do grafo por corpus. GRAPH."
"GR44","Relatório base/head","N","N","REAVALIADO","Workflow não gera comparação base/head de impacto.","Workflow não calcula diff estrutural e testes afetados entre commits. GRAPH."
"GR45","Conteúdo hostil","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Guardas cobertas parcialmente; fixtures completas de labels HTML/instruções/segredos sintéticos faltam. GRAPH."
"GR46","Falhas e concorrência","P","P","REAVALIADO","Seis testes Graphify passaram; timeout/disco cheio/lock órfão/interrupção não integralmente simulados.","Seis testes não cobrem toda a matriz parser/timeout/disco/lock/interrupção. GRAPH."
"GR47","Cobertura/precisão","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Mapa consultável; dez perguntas e imports indiretos/dinâmicos não validados integralmente. GRAPH."
"GR48","Desempenho/regressões","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Geração atual funciona; benchmark maior/comparação incremental/visualização não completo. GRAPH."
"GR49","Recuperação/upgrade","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Procedimento e preservação de candidato existem; ensaio completo de restauração/upgrade não comprovado. GRAPH."
"GR50","Publicar/acompanhar","P","P","REAVALIADO","Integração estrutural publicada; alternativas direcionais/incrementais/hooks e validação de utilidade ainda não encerradas.","Integração versionada e CI ativo; ciclo de utilidade/recuperação/aceite ainda não encerrado. GRAPH/QA."
"AC01","Primeiro orçamento sem cadastro","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Fluxo visitante preservado. QUOTE."
"AC02","Entrada Meus orçamentos","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Acessos de navegação implementados. NAV."
"AC03","Tela de acesso responsiva","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","AUTH/QA."
"AC04","Link/código por e-mail","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Suporte de autenticação existe; envio/recebimento real não revalidado nesta auditoria. AUTH."
"AC05","Entrada com senha","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Fluxo implementado e coberto nos contratos existentes. AUTH."
"AC06","Criar senha/confirmar e-mail","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","UI e integração existem; ciclo real de confirmação não reexecutado. AUTH."
"AC07","Recuperar/redefinir senha","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Tratamentos presentes; expiração e entrega real precisam aceite operacional. AUTH."
"AC08","Redirect interno restrito","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Validação de destino local implementada/testada. AUTH."
"AC09","Callback inválido recuperável","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Estado de erro e teste correspondente presentes. AUTH/QA."
"AC10","Sessão persistente/refresh","P","P","REAVALIADO","SDK mantém sessão; limpeza do rascunho ao trocar identidade implementada. Não há nova validação real de refresh/troca de conta nesta rodada.","SDK integrado; troca de identidade e limpeza local ainda têm lacunas. AUTH/F11."
"AC11","Rejeitar secret no bundle","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Configuração pública validada por guardas e testes. AUTH/DATA."
"AC12","Auth no banco isolado","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Destino protegido na configuração do site. AUTH/DATA."
"AC13","Titular opcional","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Contrato preserva envio anônimo. DATA."
"AC14","Associar e-mail confirmado","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Regras/RPC e testes de identidades confirmadas/não confirmadas. DATA."
"AC15","Associação idempotente","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Restrição de titularidade e testes pgTAP. DATA."
"AC16","Lista por titular","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","RPC limita por identidade e parâmetros validados. ACCOUNT/DATA."
"AC17","Detalhe do titular","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Controle por `auth.uid()` e isolamento testado. ACCOUNT/DATA."
"AC18","Snapshot original","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Pedido original preservado; repetição cria nova intenção. ACCOUNT/DATA."
"AC19","Timeline pública separada","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Modelo e consulta separados de eventos internos. ACCOUNT/DATA."
"AC20","Eventos reais de status","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Persistência/eventos previstos em SQL; não equivale a operador atuando. DATA."
"AC21","Busca/filtros/paginação/estados","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Lista e recuperação de erro implementadas. ACCOUNT/QA."
"AC22","Detalhe completo","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Itens, contato e contexto apresentados ao titular. ACCOUNT."
"AC23","Solicitar novamente","P","P","REAVALIADO","Confirmação de substituição no histórico passou nos três motores; revalidação completa de itens removidos/novos mínimos não demonstrada.","Confirma substituição, mas revalidação completa das regras atuais ainda pendente. ACCOUNT/UX78."
"AC24","Versões publicadas","P","P","REAVALIADO","Modelo e leitura de versões presentes; publicação comercial ponta a ponta permanece sem comprovação.","Modelo e leitura existem; publicação comercial ponta a ponta não comprovada. DATA/F13."
"AC25","Bucket PDF privado/limites","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Bucket/políticas e validações de formato/tamanho previstos e testados. DATA."
"AC26","URL assinada de 60 segundos","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","API exige sessão/autorização antes de assinar. ACCOUNT/DATA."
"AC27","Origem/UUID/bucket/host","I","I","REAVALIADO","Guardas de origem/UUID/bucket/host têm testes; lote local acrescenta limite de corpo e origem preview exata, ainda sem publicação.","Guardas e testes negativos de API presentes. DATA/QA."
"AC28","Noindex/analytics sem protocolo","P","P","REAVALIADO","Sanitização UUID corrigida; header de /minha-conta exato só local. Em produção ainda responde index,follow no HTML inicial e sem X-Robots-Tag.","HTML inicial indexável e UUID de pedido preservado no pathname. F04/F05."
"AC29","Aviso de privacidade","P","P","REAVALIADO","Aviso existe; retenção/configuração remotas e contratos de seleção local precisam confirmação operacional.","Texto existe; divergências com rascunho/retenção e revisão operacional precisam reconciliação. F06/F11/F14."
"AC30","Cobertura automatizada completa","P","P","REAVALIADO","155 unitários,101 pgTAP,6 Graphify e122 browser aprovados; quatro cenários adicionais falharam funcionalmente. Não há cobertura completa.","Suítes passam, mas flags novas/cenários de falha não estão integralmente cobertos. QA/F01–F12."
